Apache Superset 安全漏洞|CNNVD-202202-092|2022-02-01|2022-03-10| |中危|其他|Apache Superset是美国阿帕奇（Apache）基金会的一个数据可视化和数据探索平台。 Apache Superset存在安全漏洞，该漏洞允许已注册的数据库连接密码泄露给已认证的用户。可以通过一种非平凡的方式访问这些信息。用户应该升级到Apache Superset 1.4.0或更高版本。|CVE-2021-44451| | | | | | | | 
WordPress plugin跨站脚本漏洞|CNNVD-202202-052|2022-02-01|2022-03-05| |中危|跨站脚本|WordPress是Wordpress基金会的一套使用PHP语言开发的博客平台。该平台支持在PHP和MySQL的服务器上架设个人博客网站。WordPress plugin是WordPress开源的一个应用插件。 Ninja Tables WordPress plugin 4.1.8之前版本存在跨站脚本漏洞，该漏洞源于该插件没有对它的一些表字段进行清理和转义，这可能会允许高权限用户执行跨站点脚本攻击。|CVE-2021-24900| | | | | | | | 
Sealevel Systems SeaConnect 370W 缓冲区错误漏洞|CNNVD-202202-098|2022-02-01|2022-02-17| |高危|缓冲区错误|Sealevel Systems SeaConnect 370W是美国Sealevel Systems公司的一款工业物联网（Iiot）边缘设备。用于远程监视和控制实际 I/O 进程的状态。 Sealevel Systems SeaConnect 370W 中存在缓冲区错误漏洞，该漏洞源于产品的 OTA Update u-download功能未对内存边界做有效限制。攻击者可通过特制的网络包导致远程代码执行。以下产品及版本受到影响：Sealevel Systems SeaConnect 370W v1.3.34。|CVE-2021-21962| | | | | | | | 
Sealevel Systems SeaConnect 370W 信任管理问题漏洞|CNNVD-202202-095|2022-02-01|2022-02-16| |高危|信任管理问题|Sealevel Systems SeaConnect 370W是美国Sealevel Systems公司的一款工业物联网（Iiot）边缘设备。用于远程监视和控制实际 I/O 进程的状态。 Sealevel Systems SeaConnect 370W 中存在信任管理问题漏洞，该漏洞源于产品的MQTTS功能存在配置错误。攻击者可通过该漏洞导致中间人攻击并引起对设备的控制。以下产品及版本受到影响：Sealevel Systems SeaConnect 370W v1.3.34。|CVE-2021-21959| | | | | | | | 
Docker Desktop 安全漏洞|CNNVD-202202-029|2022-02-01|2022-03-10| |中危|其他|Docker Desktop是美国Docker公司的一个基于容器技术的用于轻量化部署应用的桌面软件。该产品可提供桌面环境可支持在Linux/Windows/Mac OS系统上创建一个容器（轻量级虚拟机）并部署和运行应用程序，以及通过配置文件实现应用程序的自动化安装、部署和升级。 Docker Desktop 存在安全漏洞，攻击者可利用该漏洞移动任意文件。|CVE-2022-23774| | | | | | | | 
Element Desktop 资源管理错误漏洞|CNNVD-202202-037|2022-02-01|2022-02-16| |高危|资源管理错误|Element Desktop是一个以 Element Web 为核心的桌面平台的 Matrix 客户端。 Element Desktop 存在资源管理错误漏洞，攻击者可利用该漏洞指定受害者计算机上二进制文件的路径。|CVE-2022-23597| | | | | | | | 
MariaDB 代码问题漏洞|CNNVD-202202-001|2022-02-01|2022-09-14| |中危|代码问题|MariaDB是MariaDB（Mariadb）基金会的一套免费开源的数据库管理系统，也是一个采用Maria存储引擎的MySQL分支版本。 MariaDB 中存在代码问题漏洞，该漏洞源于产品在使用 find_field_in_tables 和 find_order_in_list 未初始化的表达式时存在错误。攻击者可通过该漏洞导致应用崩溃。 以下产品及版本受到影响：MariaDB 10.5.9 版本。|CVE-2021-46661| | | | | | | | 
PostgreSQL JDBC Driver 安全漏洞|CNNVD-202202-086|2022-02-01|2022-10-08| |超危|其他|PostgreSQL JDBC Driver是一个用 Pure Java（Type 4）编写的开源 JDBC 驱动程序，用于 PostgreSQL 本地网络协议中进行通信。 PostgreSQL JDBC Driver（简称 PgJDBC）存在安全漏洞，该漏洞源于pgjdbc连接属性提供的类名实例化插件实例，驱动程序在实例化类之前并不验证类是否实现了预期的接口从而导致远程代码。|CVE-2022-21724| | | | | | | | 
PrinterLogic Web Stack 命令注入漏洞|CNNVD-202202-079|2022-02-01|2022-02-25| |高危|命令注入|PrinterLogic Web Stack（PrinterLogic Printer Installer）是美国PrinterLogic公司的一个本地 Web 应用程序。使 It 部门能够从单个管理控制台跨打印环境管理和自动创建/传播打印机 Objects 和打印机驱动程序。 PrinterLogic Web Stack 19.1.1.13存在命令注入漏洞，该漏洞源于不会对用户输入进行过滤，从而导致验证前的远程代码执行。|CVE-2021-42638| | | | | | | | 
MariaDB 资源管理错误漏洞|CNNVD-202202-008|2022-02-01|2022-09-14| |中危|资源管理错误|MariaDB是MariaDB（Mariadb）基金会的一套免费开源的数据库管理系统，也是一个采用Maria存储引擎的MySQL分支版本。 MariaDB 中存在资源管理错误漏洞，该漏洞源于产品的长SELECT DISTINCT语句未对存储引擎与临时数据结构资源的交互进行限制。攻击者可通过该漏洞导致程序崩溃。以下产品及版本受到影响：MariaDB 10.5.9 版本。|CVE-2021-46668| | | | | | | | 
WordPress plugin 跨站脚本漏洞|CNNVD-202202-058|2022-02-01|2022-03-05| |中危|跨站脚本|WordPress plugin是WordPress开源的一个应用插件。 WordPress plugin Custom Dashboard & Login Page 7.0之前版本存在跨站脚本漏洞，该漏洞允许高权限用户执行跨站点脚本攻击。|CVE-2021-24944| | | | | | | | 
Google Chrome 缓冲区错误漏洞|CNNVD-202202-012|2022-02-01|2022-04-12| |高危|缓冲区错误|Google Chrome是美国谷歌（Google）公司的一款Web浏览器。 Google Chrome 存在缓冲区错误漏洞，该漏洞源于V8组件的边界条件。远程攻击者可利用该漏洞可以诱骗受害者访问一个特别设计的网页，触发一个越界读取错误，并使浏览器崩溃。|CVE-2022-0470| | | | | | | | 
Google Chrome 缓冲区错误漏洞|CNNVD-202202-048|2022-02-01|2022-04-11| |高危|缓冲区错误|Google Chrome是美国谷歌（Google）公司的一款Web浏览器。 Google Chrome 存在安全漏洞，该漏洞源于在ANGLE中处理不受信任的HTML内容时出现边界错误。远程攻击者可利用该漏洞可以创建一个特别设计的web页面，诱骗受害者打开它，触发基于堆的缓冲区溢出，并在目标系统上执行任意代码。|CVE-2022-0454| | | | | | | | 
h2o 安全漏洞|CNNVD-202202-081|2022-02-01|2022-03-10| |高危|其他|h2o是新一代的 HTTP 服务器。与老一代的 HTTP 服务器相比，它不仅速度非常快，而且还为最终用户提供了更快的响应。 h2o 存在安全漏洞，该漏洞源于当以特定顺序接收 QUIC 帧时，h2o 的 HTTP/3 服务器端实现可能会被误导，将未初始化的内存视为已接收的 HTTP/3 帧。当 h2o 用作反向代理时，攻击者可以利用此漏洞将 h2o 的内部状态发送到攻击者或第三方控制的后端服务器。此外，如果有一个 HTTP 端点反映从客户端发送的流量，攻击者可以使用该反射器获取 h2o 的内部状态。此内部状态包括未加密形式的其他连接的流量和 TLS 会话票证。此漏洞存在于支持 HTTP/3 的 h2o 服务器中，位于提交 93af138 和 d1f0f65 之间。已发布的 h2o 版本均不受此漏洞影响。没有已知的解决方法。建议使用 HTTP/3 的未发布版本的 h2o 用户立即升级。|CVE-2021-43848| | | | | | | | 
WordPress plugin跨站脚本漏洞|CNNVD-202202-073|2022-02-01|2022-03-05| |中危|跨站脚本|WordPress是Wordpress基金会的一套使用PHP语言开发的博客平台。该平台支持在PHP和MySQL的服务器上架设个人博客网站。WordPress plugin是WordPress开源的一个应用插件。 WordPress plugin UpdraftPlus WordPress Backup Plugin1.16.69 之前版本存在跨站脚本漏洞，该漏洞源于没有对updraft_restore参数进行转义，导致了反射型跨站脚本。|CVE-2021-25089| | | | | | | | 
WordPress plugin 跨站脚本漏洞|CNNVD-202202-070|2022-02-01|2022-03-05| |中危|跨站脚本|WordPress plugin是WordPress开源的一个应用插件。 WordPress plugin Link Library plugin 7.2.9 之前版本存在跨站脚本漏洞，该漏洞源于没有对settingscopy参数进行转义，导致了反射型跨站点脚本。|CVE-2021-25091| | | | | | | | 
Sealevel Systems SeaConnect 370W 缓冲区错误漏洞|CNNVD-202202-100|2022-02-01|2022-02-17| |中危|缓冲区错误|Sealevel Systems SeaConnect 370W是美国Sealevel Systems公司的一款工业物联网（Iiot）边缘设备。用于远程监视和控制实际 I/O 进程的状态。 Sealevel Systems SeaConnect 370W 中存在缓冲区错误漏洞，该漏洞源于产品的 OTA update task 功能未对内存边界做有效限制。攻击者可通过特制的网络包导致越界写入并引起拒绝服务。以下产品及版本受到影响：Sealevel Systems SeaConnect 370W v1.3.34。|CVE-2021-21971| | | | | | | | 
Red Hat Undertow 资源管理错误漏洞|CNNVD-202202-039|2022-02-01|2022-09-02| |高危|资源管理错误|Red Hat Undertow是美国红帽（Red Hat）公司的一款基于Java的嵌入式Web服务器，是Wildfly（Java应用服务器）默认的Web服务器。 Red Hat Undertow 中存在资源管理错误漏洞，该漏洞源于产品通过HTTP2进行的某些调用触发了客户端调用超时。该漏洞允许攻击者可利用该漏洞进行拒绝服务攻击。|CVE-2021-3859| | | | | | | | 
Google Chrome 安全特征问题漏洞|CNNVD-202202-009|2022-02-01|2022-04-14| |超危|授权问题|Google Chrome是美国谷歌（Google）公司的一款Web浏览器。 Google Chrome 存在安全特征问题漏洞，远程攻击者可利用该漏洞可以创建一个特别设计的网页，欺骗受害者访问它并获得敏感信息。|CVE-2022-0466| | | | | | | | 
WordPress plugin SQL注入漏洞|CNNVD-202202-053|2022-02-01|2022-03-05| |高危|SQL注入|WordPress plugin是WordPress开源的一个应用插件。 WordPress plugin Wicked Folders 2.8.10版本存在SQL注入漏洞，该漏洞源于没有对older_id参数进行过滤和转义，使得任何经过身份验证的用户都可以进行SQL注入。|CVE-2021-24919| | | | | | | | 
Google Chrome 安全特征问题漏洞|CNNVD-202202-014|2022-02-01|2022-04-13| |高危|授权问题|Google Chrome是美国谷歌（Google）公司的一款Web浏览器。 Google Chrome 存在安全特征问题漏洞，远程攻击者可利用该漏洞可以创建一个特别设计的网页，欺骗受害者访问它并获得敏感信息。|CVE-2022-0467| | | | | | | | 
WordPress plugin 跨站请求伪造漏洞|CNNVD-202202-078|2022-02-01|2022-03-05| |中危|跨站请求伪造|WordPress plugin是WordPress开源的一个应用插件。 WordPress plugin Link Library 7.2.8 之前版本存在跨站请求伪造漏洞，该漏洞允许攻击者登录管理员账户重置任意设置。|CVE-2021-25092| | | | | | | | 
Google Chrome 安全漏洞|CNNVD-202202-026|2022-02-01|2022-04-12| |高危|其他|Google Chrome是美国谷歌（Google）公司的一款Web浏览器。 Google Chrome 存在安全漏洞，该漏洞源于V8组件中的类型混淆错误。远程攻击者可利用该漏洞可以创建一个特别制作的网页，诱骗受害者访问它，触发类型混淆错误，并在目标系统上执行任意代码。|CVE-2022-0457| | | | | | | | 
WordPress plugin Error Log Viewer 路径遍历漏洞|CNNVD-202202-044|2022-02-01|2022-08-10| |中危|路径遍历|WordPress和WordPress plugin都是WordPress基金会的产品。WordPress是一套使用PHP语言开发的博客平台。该平台支持在PHP和MySQL的服务器上架设个人博客网站。WordPress plugin是一个应用插件。 WordPress plugin Error Log Viewer 1.1.1及之前版本存在路径遍历漏洞，攻击者利用该漏洞在web服务器上登录管理员账号删除任意文本文件。|CVE-2021-24761| | | | | | | | 
gh-ost 输入验证错误漏洞|CNNVD-202202-035|2022-02-01|2022-03-10| |中危|输入验证错误|gh-ost是一个 MySQL 的无触发在线模式迁移解决方案。它是可测试的，并提供可暂停性、动态控制/重新配置、审计和许多操作特权。 gh-ost 存在输入验证错误漏洞，该漏洞源于存在任意文件读取漏洞。攻击者可利用该漏洞导致任意文件读取。|CVE-2022-21687| | | | | | | | 
Google Chrome 资源管理错误漏洞|CNNVD-202202-013|2022-02-01|2022-04-11| |高危|资源管理错误|Google Chrome是美国谷歌（Google）公司的一款Web浏览器。 Google Chrome 存在资源管理错误漏洞，远程攻击者可利用该漏洞可以诱骗受害者访问专门设计的网页，触发免费使用后错误，并获得敏感信息的访问权。|CVE-2022-0468| | | | | | | | 
WordPress plugin 跨站脚本漏洞|CNNVD-202202-046|2022-02-01|2022-03-05| |中危|跨站脚本|WordPress plugin是WordPress开源的一个应用插件。 WordPress plugin Perfect Survey 1.5.2 之前版本存在跨站脚本漏洞，该漏洞源于WEB应用缺少对客户端数据的正确验证。攻击者可利用该漏洞执行客户端代码。|CVE-2021-24764| | | | | | | | 
WordPress 安全漏洞|CNNVD-202202-080|2022-02-01|2022-03-10| |中危|其他|WordPress plugin是WordPress开源的一个应用插件。 WordPress plugin LabTools 1.0及之前版本存在安全漏洞，该漏洞源于在删除发布时没有适当的授权，允许任何经过身份验证的用户(如订阅者)删除任意发布。|CVE-2021-25097| | | | | | | | 
Elite Graphix Elite Cms SQL注入漏洞|CNNVD-202202-072|2022-02-01|2022-02-11| |超危|SQL注入|Elite Graphix Elite Cms是印度Elite Graphix公司的一个用 Php 语言编写的 Web 内容管理。用于存储和组织信息和文档的平台。 Elite Graphix Elite Cms 存在SQL注入漏洞，该漏洞源于基于数据库的应用缺少对外部输入SQL语句的验证。攻击者可利用该漏洞执行非法SQL命令。|CVE-2022-24223| | | | | | | | 
WordPress plugin 跨站请求伪造漏洞|CNNVD-202202-045|2022-02-01|2022-03-05| |高危|跨站请求伪造|WordPress plugin是WordPress开源的一个应用插件。 WordPress plugin Perfect Survey 1.5.2之前版本存在跨站请求伪造漏洞，该漏洞源于没有适当的授权，也没有在save_global_setting AJAX 动作中进行CSRF检查，允许未经认证的用户编辑调查和修改设置。|CVE-2021-24763| | | | | | | | 
Ivanti Service Manager 跨站脚本漏洞|CNNVD-202202-061|2022-02-01|2022-02-09| |中危|跨站脚本|Ivanti Service Manager是美国Ivanti公司的一个服务管理器。可帮助企业满足当今对服务交付自动化工作流程的监管和技术需求。 Ivanti Service Manager 2021.1 存在跨站脚本漏洞，该漏洞允许通过与ConfigDB调用相关联的appName参数进行反射跨站脚本，例如RelocateAttachments.aspx。|CVE-2021-38560| | | | | | | | 
